order_id,order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
ORD-04770,2022-10-16,2022,4,10,October,Europe,UK,Clothing,Sportswear,Home Office,22,52.89,1163.58,690.15,473.43,40.69
ORD-04771,2022-03-27,2022,1,3,March,Asia Pacific,Australia,Clothing,Men's Wear,Small Business,37,207.17,7665.29,4894.58,2770.71,36.15
ORD-04772,2024-11-19,2024,4,11,November,North America,Canada,Furniture,Shelving,Corporate,7,754.9,5284.3,3086.33,2197.97,41.59
ORD-04773,2023-10-22,2023,4,10,October,Latin America,Colombia,Electronics,Laptops,Small Business,8,364.63,2917.04,2063.33,853.71,29.27
ORD-04774,2024-04-28,2024,2,4,April,Asia Pacific,India,Electronics,Accessories,Consumer,21,195.68,4109.28,2484.23,1625.05,39.55
ORD-04775,2023-04-09,2023,2,4,April,North America,Canada,Furniture,Tables,Corporate,32,391.61,12531.52,6769.01,5762.51,45.98
ORD-04776,2024-09-17,2024,3,9,September,Asia Pacific,China,Electronics,Laptops,Home Office,1,206.63,206.63,141.05,65.58,31.74
ORD-04777,2024-03-05,2024,1,3,March,Latin America,Argentina,Clothing,Footwear,Consumer,18,296.0,5328.0,2249.85,3078.15,57.77
ORD-04778,2024-05-30,2024,2,5,May,Europe,UK,Electronics,Accessories,Small Business,21,1338.86,28116.06,19644.06,8472.0,30.13
ORD-04779,2024-10-03,2024,4,10,October,Asia Pacific,Japan,Electronics,Audio,Home Office,23,1239.97,28519.31,17093.12,11426.19,40.06
ORD-04780,2022-09-05,2022,3,9,September,Asia Pacific,Australia,Electronics,Tablets,Consumer,28,617.08,17278.24,9890.74,7387.5,42.76
ORD-04781,2023-04-25,2023,2,4,April,Asia Pacific,Japan,Furniture,Storage,Corporate,25,702.25,17556.25,8696.55,8859.7,50.46
ORD-04782,2023-07-31,2023,3,7,July,Latin America,Brazil,Office Supplies,Paper,Home Office,43,29.51,1268.93,635.08,633.85,49.95
ORD-04783,2023-12-24,2023,4,12,December,Latin America,Brazil,Furniture,Storage,Home Office,11,284.17,3125.87,1567.37,1558.5,49.86
ORD-04784,2024-12-06,2024,4,12,December,North America,USA,Furniture,Storage,Small Business,32,507.14,16228.48,8152.35,8076.13,49.77
ORD-04785,2023-09-25,2023,3,9,September,Asia Pacific,South Korea,Office Supplies,Labels,Small Business,50,60.0,3000.0,1329.68,1670.32,55.68
ORD-04786,2023-05-22,2023,2,5,May,Latin America,Argentina,Furniture,Shelving,Home Office,15,578.72,8680.8,4319.11,4361.69,50.25
ORD-04787,2024-04-13,2024,2,4,April,Latin America,Argentina,Clothing,Men's Wear,Consumer,28,36.9,1033.2,509.09,524.11,50.73
ORD-04788,2023-12-03,2023,4,12,December,Asia Pacific,Australia,Furniture,Storage,Home Office,4,237.4,949.6,460.55,489.05,51.5
ORD-04789,2024-12-03,2024,4,12,December,Europe,Italy,Office Supplies,Labels,Consumer,39,44.24,1725.36,801.86,923.5,53.53
ORD-04790,2024-12-02,2024,4,12,December,Asia Pacific,Australia,Office Supplies,Paper,Corporate,45,47.43,2134.35,1102.51,1031.84,48.34
ORD-04791,2022-06-24,2022,2,6,June,Asia Pacific,South Korea,Electronics,Tablets,Consumer,23,280.39,6448.97,3872.52,2576.45,39.95
ORD-04792,2022-03-09,2022,1,3,March,Latin America,Chile,Furniture,Shelving,Home Office,32,730.53,23376.96,10574.34,12802.62,54.77
ORD-04793,2023-09-26,2023,3,9,September,Asia Pacific,China,Clothing,Footwear,Consumer,13,297.67,3869.71,1904.07,1965.64,50.8
ORD-04794,2024-08-03,2024,3,8,August,Europe,UK,Clothing,Footwear,Small Business,21,177.55,3728.55,1563.12,2165.43,58.08
ORD-04795,2024-03-20,2024,1,3,March,Asia Pacific,Japan,Office Supplies,Paper,Corporate,18,51.33,923.94,499.04,424.9,45.99
ORD-04796,2024-04-15,2024,2,4,April,North America,Canada,Electronics,Phones,Corporate,37,773.59,28622.83,16610.09,12012.74,41.97
ORD-04797,2022-04-18,2022,2,4,April,Asia Pacific,Japan,Furniture,Storage,Corporate,38,51.85,1970.3,1059.33,910.97,46.24
ORD-04798,2022-04-02,2022,2,4,April,North America,Canada,Clothing,Accessories,Small Business,12,272.32,3267.84,1811.12,1456.72,44.58
ORD-04799,2024-01-29,2024,1,1,January,Asia Pacific,China,Furniture,Tables,Consumer,17,418.09,7107.53,3714.68,3392.85,47.74
ORD-04800,2024-10-09,2024,4,10,October,Asia Pacific,Australia,Clothing,Sportswear,Corporate,25,95.71,2392.75,1095.81,1296.94,54.2
ORD-04801,2023-05-19,2023,2,5,May,Asia Pacific,India,Office Supplies,Paper,Consumer,14,59.22,829.08,408.4,420.68,50.74
ORD-04802,2022-10-10,2022,4,10,October,Asia Pacific,Japan,Furniture,Chairs,Consumer,26,120.48,3132.48,1667.62,1464.86,46.76
ORD-04803,2023-06-06,2023,2,6,June,Asia Pacific,South Korea,Electronics,Laptops,Corporate,19,580.9,11037.1,8117.26,2919.84,26.45
ORD-04804,2024-09-18,2024,3,9,September,Europe,Germany,Office Supplies,Binders,Consumer,49,93.85,4598.65,2256.6,2342.05,50.93
ORD-04805,2024-07-18,2024,3,7,July,Europe,UK,Furniture,Chairs,Consumer,28,646.65,18106.2,9651.15,8455.05,46.7
ORD-04806,2022-05-18,2022,2,5,May,Latin America,Chile,Electronics,Phones,Consumer,35,1009.05,35316.75,25092.0,10224.75,28.95
ORD-04807,2022-05-05,2022,2,5,May,Europe,Italy,Furniture,Tables,Small Business,1,797.86,797.86,442.07,355.79,44.59
ORD-04808,2023-12-30,2023,4,12,December,Latin America,Colombia,Furniture,Shelving,Home Office,43,355.78,15298.54,6314.74,8983.8,58.72
ORD-04809,2022-05-23,2022,2,5,May,Europe,France,Office Supplies,Organizers,Small Business,16,70.93,1134.88,531.54,603.34,53.16
ORD-04810,2024-03-14,2024,1,3,March,North America,Mexico,Furniture,Desks,Home Office,40,416.69,16667.6,7146.7,9520.9,57.12
ORD-04811,2023-04-07,2023,2,4,April,Asia Pacific,South Korea,Electronics,Tablets,Consumer,39,515.13,20090.07,13631.92,6458.15,32.15
ORD-04812,2024-01-18,2024,1,1,January,Latin America,Argentina,Clothing,Sportswear,Home Office,16,83.84,1341.44,729.85,611.59,45.59
ORD-04813,2022-07-03,2022,3,7,July,Latin America,Argentina,Furniture,Desks,Corporate,29,738.15,21406.35,10206.54,11199.81,52.32
ORD-04814,2023-08-29,2023,3,8,August,North America,USA,Office Supplies,Labels,Corporate,16,41.97,671.52,364.35,307.17,45.74
ORD-04815,2024-01-12,2024,1,1,January,Asia Pacific,China,Electronics,Phones,Consumer,41,52.34,2145.94,1480.43,665.51,31.01
ORD-04816,2023-09-13,2023,3,9,September,Asia Pacific,South Korea,Office Supplies,Organizers,Consumer,29,61.49,1783.21,720.78,1062.43,59.58
ORD-04817,2024-01-21,2024,1,1,January,Latin America,Brazil,Furniture,Desks,Small Business,30,160.95,4828.5,2248.35,2580.15,53.44
ORD-04818,2022-04-22,2022,2,4,April,Asia Pacific,South Korea,Furniture,Storage,Corporate,12,87.32,1047.84,420.44,627.4,59.88
ORD-04819,2023-07-16,2023,3,7,July,North America,USA,Clothing,Women's Wear,Consumer,4,159.84,639.36,413.55,225.81,35.32
ORD-04820,2024-07-18,2024,3,7,July,Asia Pacific,India,Office Supplies,Pens,Consumer,10,89.04,890.4,388.45,501.95,56.37
ORD-04821,2024-08-06,2024,3,8,August,North America,Canada,Clothing,Women's Wear,Consumer,12,74.24,890.88,391.62,499.26,56.04
ORD-04822,2022-07-31,2022,3,7,July,Latin America,Chile,Furniture,Chairs,Small Business,19,727.7,13826.3,6686.1,7140.2,51.64
ORD-04823,2023-03-15,2023,1,3,March,Asia Pacific,Australia,Office Supplies,Labels,Home Office,26,21.82,567.32,304.85,262.47,46.26
ORD-04824,2024-03-25,2024,1,3,March,Europe,Italy,Office Supplies,Labels,Home Office,20,8.12,162.4,59.28,103.12,63.5
ORD-04825,2023-09-04,2023,3,9,September,Europe,Spain,Clothing,Women's Wear,Corporate,23,230.26,5295.98,3391.17,1904.81,35.97
ORD-04826,2023-12-26,2023,4,12,December,Latin America,Colombia,Clothing,Footwear,Home Office,43,134.04,5763.72,2771.28,2992.44,51.92
ORD-04827,2024-10-14,2024,4,10,October,North America,Canada,Electronics,Audio,Home Office,4,639.91,2559.64,1610.69,948.95,37.07
ORD-04828,2023-11-22,2023,4,11,November,North America,USA,Office Supplies,Labels,Home Office,40,65.91,2636.4,995.16,1641.24,62.25
ORD-04829,2023-11-10,2023,4,11,November,Latin America,Brazil,Office Supplies,Binders,Small Business,40,45.35,1814.0,816.13,997.87,55.01
ORD-04830,2024-01-02,2024,1,1,January,North America,Canada,Clothing,Footwear,Small Business,15,254.19,3812.85,2008.63,1804.22,47.32
ORD-04831,2023-01-11,2023,1,1,January,North America,Mexico,Office Supplies,Paper,Small Business,22,44.67,982.74,343.97,638.77,65.0
ORD-04832,2022-11-30,2022,4,11,November,Europe,Germany,Office Supplies,Binders,Corporate,36,15.44,555.84,195.93,359.91,64.75
ORD-04833,2023-07-31,2023,3,7,July,Latin America,Argentina,Clothing,Footwear,Consumer,19,84.39,1603.41,846.4,757.01,47.21
ORD-04834,2023-06-24,2023,2,6,June,Latin America,Brazil,Office Supplies,Paper,Home Office,18,17.5,315.0,133.54,181.46,57.61
ORD-04835,2023-10-04,2023,4,10,October,Europe,Germany,Office Supplies,Labels,Home Office,37,87.05,3220.85,1519.66,1701.19,52.82
ORD-04836,2022-05-17,2022,2,5,May,Asia Pacific,China,Office Supplies,Labels,Corporate,9,72.67,654.03,300.87,353.16,54.0
ORD-04837,2023-10-21,2023,4,10,October,North America,USA,Electronics,Audio,Consumer,36,1054.86,37974.96,21568.37,16406.59,43.2
ORD-04838,2024-07-25,2024,3,7,July,Europe,UK,Electronics,Phones,Small Business,16,466.34,7461.44,4417.1,3044.34,40.8
ORD-04839,2022-07-17,2022,3,7,July,North America,Canada,Electronics,Tablets,Home Office,39,1025.21,39983.19,28003.56,11979.63,29.96
ORD-04840,2022-07-28,2022,3,7,July,Latin America,Colombia,Electronics,Phones,Home Office,40,1278.0,51120.0,33133.45,17986.55,35.18
ORD-04841,2024-11-30,2024,4,11,November,Asia Pacific,Australia,Office Supplies,Binders,Home Office,11,13.46,148.06,52.32,95.74,64.66
ORD-04842,2022-07-03,2022,3,7,July,Europe,Italy,Clothing,Accessories,Consumer,30,92.36,2770.8,1487.36,1283.44,46.32
ORD-04843,2022-12-23,2022,4,12,December,North America,Mexico,Office Supplies,Pens,Consumer,39,16.35,637.65,229.32,408.33,64.04
ORD-04844,2023-02-24,2023,1,2,February,Latin America,Chile,Electronics,Accessories,Small Business,43,1251.18,53800.74,39303.53,14497.21,26.95
ORD-04845,2024-04-03,2024,2,4,April,Latin America,Colombia,Electronics,Laptops,Consumer,11,1152.64,12679.04,9045.6,3633.44,28.66
ORD-04846,2023-02-24,2023,1,2,February,Latin America,Colombia,Office Supplies,Labels,Corporate,32,83.83,2682.56,1187.31,1495.25,55.74
ORD-04847,2022-09-27,2022,3,9,September,Europe,Spain,Electronics,Tablets,Home Office,39,613.56,23928.84,13297.85,10630.99,44.43
ORD-04848,2022-12-31,2022,4,12,December,Latin America,Chile,Electronics,Phones,Corporate,23,65.62,1509.26,1075.88,433.38,28.71
ORD-04849,2022-10-09,2022,4,10,October,Asia Pacific,Australia,Clothing,Sportswear,Small Business,14,46.26,647.64,373.02,274.62,42.4
ORD-04850,2023-12-10,2023,4,12,December,Latin America,Argentina,Furniture,Tables,Home Office,38,306.06,11630.28,6263.39,5366.89,46.15
ORD-04851,2024-08-27,2024,3,8,August,Latin America,Brazil,Electronics,Audio,Consumer,8,798.0,6384.0,4431.59,1952.41,30.58
ORD-04852,2023-10-30,2023,4,10,October,Europe,Germany,Furniture,Chairs,Corporate,18,234.78,4226.04,1759.33,2466.71,58.37
ORD-04853,2024-06-24,2024,2,6,June,Latin America,Brazil,Furniture,Tables,Small Business,16,417.48,6679.68,3000.09,3679.59,55.09
ORD-04854,2024-11-10,2024,4,11,November,North America,Mexico,Electronics,Laptops,Corporate,12,1028.85,12346.2,8608.66,3737.54,30.27
ORD-04855,2023-01-06,2023,1,1,January,North America,Canada,Office Supplies,Labels,Corporate,21,32.91,691.11,257.4,433.71,62.76
ORD-04856,2024-10-02,2024,4,10,October,North America,Canada,Office Supplies,Labels,Consumer,49,38.56,1889.44,674.3,1215.14,64.31
ORD-04857,2023-11-29,2023,4,11,November,North America,USA,Furniture,Storage,Corporate,18,256.89,4624.02,2556.96,2067.06,44.7
ORD-04858,2024-10-18,2024,4,10,October,North America,Mexico,Furniture,Chairs,Small Business,44,213.69,9402.36,4279.52,5122.84,54.48
ORD-04859,2023-06-12,2023,2,6,June,North America,Canada,Clothing,Sportswear,Consumer,32,63.61,2035.52,927.81,1107.71,54.42
ORD-04860,2024-12-02,2024,4,12,December,North America,USA,Clothing,Sportswear,Corporate,4,61.54,246.16,103.49,142.67,57.96
ORD-04861,2024-09-23,2024,3,9,September,Latin America,Colombia,Office Supplies,Organizers,Consumer,25,21.69,542.25,293.15,249.1,45.94
ORD-04862,2024-05-04,2024,2,5,May,Europe,UK,Furniture,Chairs,Home Office,1,664.05,664.05,326.32,337.73,50.86
ORD-04863,2024-02-13,2024,1,2,February,Asia Pacific,China,Clothing,Women's Wear,Corporate,8,251.02,2008.16,1182.98,825.18,41.09
ORD-04864,2023-11-13,2023,4,11,November,North America,Mexico,Electronics,Phones,Home Office,39,397.74,15511.86,9701.04,5810.82,37.46
ORD-04865,2023-10-31,2023,4,10,October,Europe,Italy,Electronics,Audio,Home Office,23,463.69,10664.87,6444.94,4219.93,39.57
ORD-04866,2024-06-18,2024,2,6,June,Europe,France,Office Supplies,Organizers,Consumer,19,85.05,1615.95,723.78,892.17,55.21
ORD-04867,2022-08-09,2022,3,8,August,Latin America,Colombia,Clothing,Women's Wear,Consumer,17,177.17,3011.89,1817.16,1194.73,39.67
ORD-04868,2023-10-29,2023,4,10,October,Asia Pacific,Australia,Office Supplies,Pens,Home Office,32,44.96,1438.72,592.6,846.12,58.81
ORD-04869,2023-10-14,2023,4,10,October,Europe,France,Furniture,Storage,Small Business,20,612.28,12245.6,5826.23,6419.37,52.42
ORD-04870,2023-04-15,2023,2,4,April,North America,Canada,Furniture,Chairs,Home Office,10,396.26,3962.6,1645.62,2316.98,58.47
ORD-04871,2022-07-20,2022,3,7,July,Latin America,Chile,Office Supplies,Pens,Corporate,32,55.06,1761.92,787.54,974.38,55.3
ORD-04872,2024-06-22,2024,2,6,June,North America,Canada,Office Supplies,Binders,Consumer,11,20.51,225.61,123.88,101.73,45.09
ORD-04873,2024-12-15,2024,4,12,December,Europe,France,Electronics,Laptops,Corporate,12,467.56,5610.72,3343.52,2267.2,40.41
ORD-04874,2022-03-31,2022,1,3,March,Latin America,Colombia,Electronics,Audio,Corporate,31,750.37,23261.47,13023.15,10238.32,44.01
ORD-04875,2023-04-29,2023,2,4,April,Europe,Germany,Clothing,Footwear,Home Office,11,74.78,822.58,348.97,473.61,57.58
ORD-04876,2022-01-02,2022,1,1,January,Europe,Spain,Office Supplies,Pens,Corporate,27,69.83,1885.41,1015.93,869.48,46.12
ORD-04877,2024-12-16,2024,4,12,December,Asia Pacific,Australia,Electronics,Phones,Home Office,49,857.32,42008.68,27367.82,14640.86,34.85
ORD-04878,2022-07-11,2022,3,7,July,North America,USA,Office Supplies,Binders,Small Business,46,58.33,2683.18,1239.78,1443.4,53.79
ORD-04879,2023-08-08,2023,3,8,August,North America,Canada,Office Supplies,Binders,Home Office,22,24.05,529.1,205.09,324.01,61.24
ORD-04880,2023-09-25,2023,3,9,September,Asia Pacific,South Korea,Clothing,Men's Wear,Small Business,9,234.07,2106.63,1172.05,934.58,44.36
ORD-04881,2023-07-08,2023,3,7,July,Europe,Germany,Office Supplies,Binders,Corporate,41,31.32,1284.12,698.86,585.26,45.58
ORD-04882,2022-06-15,2022,2,6,June,Latin America,Argentina,Electronics,Accessories,Corporate,19,329.44,6259.36,4253.79,2005.57,32.04
ORD-04883,2024-10-16,2024,4,10,October,Europe,France,Office Supplies,Organizers,Consumer,32,52.76,1688.32,631.04,1057.28,62.62
ORD-04884,2022-10-05,2022,4,10,October,Europe,France,Clothing,Sportswear,Small Business,39,246.19,9601.41,6204.12,3397.29,35.38
ORD-04885,2022-04-13,2022,2,4,April,North America,Mexico,Furniture,Tables,Home Office,19,619.23,11765.37,6239.06,5526.31,46.97
ORD-04886,2024-01-08,2024,1,1,January,North America,Canada,Clothing,Sportswear,Consumer,23,181.13,4165.99,1815.69,2350.3,56.42
ORD-04887,2023-03-08,2023,1,3,March,Latin America,Chile,Office Supplies,Paper,Home Office,4,45.49,181.96,97.58,84.38,46.37
ORD-04888,2024-12-31,2024,4,12,December,Asia Pacific,Australia,Office Supplies,Paper,Small Business,29,76.39,2215.31,948.09,1267.22,57.2
ORD-04889,2022-09-16,2022,3,9,September,Europe,UK,Clothing,Women's Wear,Small Business,24,111.76,2682.24,1134.66,1547.58,57.7
ORD-04890,2022-03-10,2022,1,3,March,Latin America,Chile,Office Supplies,Organizers,Corporate,38,86.79,3298.02,1667.96,1630.06,49.43
ORD-04891,2023-04-30,2023,2,4,April,Asia Pacific,India,Electronics,Audio,Home Office,33,440.75,14544.75,8216.42,6328.33,43.51
ORD-04892,2024-03-06,2024,1,3,March,North America,USA,Electronics,Laptops,Consumer,35,908.75,31806.25,18504.47,13301.78,41.82
ORD-04893,2024-04-13,2024,2,4,April,Latin America,Argentina,Office Supplies,Paper,Consumer,48,13.87,665.76,348.92,316.84,47.59
ORD-04894,2022-06-27,2022,2,6,June,Latin America,Argentina,Furniture,Tables,Consumer,25,48.96,1224.0,681.11,542.89,44.35
ORD-04895,2023-08-27,2023,3,8,August,Europe,France,Furniture,Desks,Home Office,19,473.33,8993.27,5124.11,3869.16,43.02
ORD-04896,2024-03-16,2024,1,3,March,Asia Pacific,India,Clothing,Women's Wear,Small Business,39,246.35,9607.65,4064.62,5543.03,57.69
ORD-04897,2024-01-29,2024,1,1,January,North America,USA,Clothing,Accessories,Home Office,11,79.21,871.31,529.98,341.33,39.17
ORD-04898,2023-02-22,2023,1,2,February,Asia Pacific,India,Clothing,Footwear,Corporate,11,262.07,2882.77,1448.12,1434.65,49.77
ORD-04899,2024-09-13,2024,3,9,September,Latin America,Colombia,Clothing,Sportswear,Home Office,49,18.38,900.62,435.75,464.87,51.62
ORD-04900,2022-12-07,2022,4,12,December,Asia Pacific,China,Electronics,Tablets,Small Business,17,916.19,15575.23,11588.25,3986.98,25.6
ORD-04901,2022-10-29,2022,4,10,October,Latin America,Brazil,Clothing,Accessories,Consumer,40,80.38,3215.2,1962.85,1252.35,38.95
ORD-04902,2024-03-26,2024,1,3,March,Europe,France,Clothing,Women's Wear,Small Business,3,34.69,104.07,44.82,59.25,56.93
ORD-04903,2023-04-26,2023,2,4,April,Asia Pacific,China,Electronics,Phones,Home Office,18,1169.75,21055.5,14998.99,6056.51,28.76
ORD-04904,2023-06-07,2023,2,6,June,Asia Pacific,Japan,Office Supplies,Binders,Small Business,40,84.86,3394.4,1850.44,1543.96,45.49
ORD-04905,2024-05-01,2024,2,5,May,North America,Mexico,Furniture,Shelving,Home Office,23,436.02,10028.46,5989.07,4039.39,40.28
ORD-04906,2023-04-05,2023,2,4,April,Asia Pacific,Australia,Clothing,Accessories,Small Business,37,233.18,8627.66,4670.05,3957.61,45.87
ORD-04907,2024-09-16,2024,3,9,September,Asia Pacific,Australia,Furniture,Storage,Consumer,47,528.94,24860.18,13765.86,11094.32,44.63
ORD-04908,2023-09-14,2023,3,9,September,Europe,Spain,Office Supplies,Organizers,Small Business,44,53.94,2373.36,1081.3,1292.06,54.44
ORD-04909,2024-07-16,2024,3,7,July,Latin America,Chile,Furniture,Shelving,Consumer,22,209.08,4599.76,2327.42,2272.34,49.4
ORD-04910,2024-12-05,2024,4,12,December,Asia Pacific,Australia,Electronics,Phones,Corporate,44,1276.87,56182.28,41076.03,15106.25,26.89
ORD-04911,2024-04-25,2024,2,4,April,Latin America,Brazil,Furniture,Tables,Corporate,29,288.88,8377.52,4858.53,3518.99,42.01
ORD-04912,2022-10-28,2022,4,10,October,Asia Pacific,South Korea,Clothing,Women's Wear,Small Business,23,105.68,2430.64,1247.16,1183.48,48.69
ORD-04913,2024-01-21,2024,1,1,January,Europe,UK,Furniture,Tables,Consumer,5,88.76,443.8,203.13,240.67,54.23
ORD-04914,2024-04-14,2024,2,4,April,North America,Mexico,Clothing,Women's Wear,Home Office,5,217.36,1086.8,613.44,473.36,43.56
ORD-04915,2023-03-09,2023,1,3,March,Asia Pacific,South Korea,Electronics,Accessories,Corporate,10,874.02,8740.2,6046.75,2693.45,30.82
ORD-04916,2023-06-30,2023,2,6,June,North America,USA,Electronics,Accessories,Corporate,3,162.54,487.62,341.38,146.24,29.99
ORD-04917,2024-09-19,2024,3,9,September,Latin America,Brazil,Office Supplies,Organizers,Consumer,36,84.18,3030.48,1342.66,1687.82,55.69
ORD-04918,2023-04-25,2023,2,4,April,North America,Canada,Furniture,Tables,Corporate,32,295.68,9461.76,4370.44,5091.32,53.81
ORD-04919,2022-04-07,2022,2,4,April,North America,Canada,Clothing,Footwear,Consumer,39,98.24,3831.36,2192.53,1638.83,42.77
ORD-04920,2022-04-23,2022,2,4,April,Europe,Germany,Office Supplies,Organizers,Consumer,35,41.22,1442.7,507.45,935.25,64.83
ORD-04921,2022-07-12,2022,3,7,July,Asia Pacific,China,Clothing,Men's Wear,Consumer,2,16.84,33.68,14.32,19.36,57.48
ORD-04922,2022-11-03,2022,4,11,November,Europe,UK,Furniture,Tables,Corporate,40,460.89,18435.6,7528.5,10907.1,59.16
ORD-04923,2022-03-15,2022,1,3,March,North America,USA,Electronics,Accessories,Home Office,47,871.12,40942.64,27333.49,13609.15,33.24
ORD-04924,2024-08-06,2024,3,8,August,Latin America,Chile,Electronics,Phones,Consumer,19,1266.26,24058.94,16186.26,7872.68,32.72
ORD-04925,2022-06-12,2022,2,6,June,Latin America,Argentina,Furniture,Storage,Corporate,24,145.36,3488.64,1473.65,2014.99,57.76
ORD-04926,2024-02-20,2024,1,2,February,Europe,Italy,Office Supplies,Labels,Consumer,28,64.96,1818.88,798.88,1020.0,56.08
ORD-04927,2022-08-11,2022,3,8,August,Latin America,Brazil,Furniture,Shelving,Home Office,39,224.95,8773.05,4194.35,4578.7,52.19
ORD-04928,2023-11-01,2023,4,11,November,Europe,France,Furniture,Chairs,Corporate,21,680.26,14285.46,8096.52,6188.94,43.32
ORD-04929,2023-06-24,2023,2,6,June,North America,Canada,Clothing,Accessories,Home Office,1,191.04,191.04,123.36,67.68,35.43
ORD-04930,2022-12-16,2022,4,12,December,Asia Pacific,China,Clothing,Women's Wear,Home Office,12,84.86,1018.32,465.15,553.17,54.32
ORD-04931,2024-08-06,2024,3,8,August,Asia Pacific,South Korea,Clothing,Footwear,Corporate,10,283.76,2837.6,1136.73,1700.87,59.94
ORD-04932,2022-02-04,2022,1,2,February,Europe,Italy,Furniture,Chairs,Small Business,29,211.03,6119.87,2968.52,3151.35,51.49
ORD-04933,2024-08-04,2024,3,8,August,Europe,Germany,Clothing,Sportswear,Corporate,40,18.1,724.0,300.78,423.22,58.46
ORD-04934,2023-09-05,2023,3,9,September,Europe,UK,Clothing,Footwear,Small Business,49,126.55,6200.95,3777.5,2423.45,39.08
ORD-04935,2022-12-24,2022,4,12,December,North America,Mexico,Furniture,Storage,Home Office,40,683.73,27349.2,14211.84,13137.36,48.04
ORD-04936,2022-03-27,2022,1,3,March,Latin America,Brazil,Clothing,Accessories,Home Office,17,249.2,4236.4,2740.34,1496.06,35.31
ORD-04937,2023-10-19,2023,4,10,October,Asia Pacific,Australia,Clothing,Accessories,Consumer,16,148.32,2373.12,1357.35,1015.77,42.8
ORD-04938,2024-07-11,2024,3,7,July,Europe,France,Furniture,Tables,Corporate,41,416.53,17077.73,9708.08,7369.65,43.15
ORD-04939,2024-08-08,2024,3,8,August,Europe,Germany,Furniture,Tables,Small Business,21,620.98,13040.58,5886.67,7153.91,54.86
ORD-04940,2024-12-30,2024,4,12,December,Europe,Spain,Office Supplies,Labels,Home Office,28,78.19,2189.32,1067.77,1121.55,51.23
ORD-04941,2023-12-03,2023,4,12,December,North America,USA,Electronics,Phones,Consumer,20,275.22,5504.4,3284.67,2219.73,40.33
ORD-04942,2024-05-01,2024,2,5,May,Asia Pacific,Australia,Furniture,Storage,Corporate,14,792.35,11092.9,4739.89,6353.01,57.27
ORD-04943,2023-05-25,2023,2,5,May,Asia Pacific,China,Furniture,Shelving,Corporate,9,328.45,2956.05,1640.13,1315.92,44.52
ORD-04944,2024-12-08,2024,4,12,December,Latin America,Colombia,Clothing,Accessories,Corporate,43,101.43,4361.49,1750.37,2611.12,59.87
ORD-04945,2022-01-02,2022,1,1,January,North America,USA,Furniture,Tables,Consumer,40,521.9,20876.0,8676.02,12199.98,58.44
ORD-04946,2024-09-13,2024,3,9,September,North America,USA,Office Supplies,Paper,Consumer,23,15.94,366.62,183.21,183.41,50.03
ORD-04947,2024-12-18,2024,4,12,December,Latin America,Argentina,Furniture,Chairs,Home Office,11,302.32,3325.52,1695.23,1630.29,49.02
ORD-04948,2022-08-20,2022,3,8,August,Latin America,Chile,Office Supplies,Paper,Consumer,25,59.8,1495.0,583.65,911.35,60.96
ORD-04949,2024-01-17,2024,1,1,January,North America,Canada,Clothing,Sportswear,Corporate,8,229.66,1837.28,1135.33,701.95,38.21
ORD-04950,2024-01-30,2024,1,1,January,North America,USA,Electronics,Audio,Home Office,15,1289.69,19345.35,10698.48,8646.87,44.7
ORD-04951,2022-10-12,2022,4,10,October,Europe,Germany,Electronics,Accessories,Home Office,10,537.05,5370.5,3433.33,1937.17,36.07
ORD-04952,2024-04-25,2024,2,4,April,North America,Mexico,Furniture,Tables,Corporate,26,694.9,18067.4,10153.35,7914.05,43.8
ORD-04953,2022-07-25,2022,3,7,July,North America,Canada,Furniture,Chairs,Small Business,22,604.88,13307.36,5931.58,7375.78,55.43
ORD-04954,2024-09-01,2024,3,9,September,North America,Canada,Electronics,Tablets,Corporate,28,1283.27,35931.56,24945.18,10986.38,30.58
ORD-04955,2023-08-21,2023,3,8,August,Europe,UK,Clothing,Accessories,Consumer,19,223.2,4240.8,2693.44,1547.36,36.49
ORD-04956,2024-11-02,2024,4,11,November,North America,Canada,Clothing,Accessories,Corporate,45,216.97,9763.65,5224.08,4539.57,46.49
ORD-04957,2022-04-15,2022,2,4,April,Asia Pacific,South Korea,Office Supplies,Organizers,Home Office,32,29.66,949.12,498.69,450.43,47.46
ORD-04958,2024-09-18,2024,3,9,September,Europe,France,Office Supplies,Labels,Corporate,12,48.53,582.36,311.65,270.71,46.48
ORD-04959,2023-08-13,2023,3,8,August,Asia Pacific,Japan,Office Supplies,Binders,Consumer,8,16.6,132.8,54.45,78.35,59.0
ORD-04960,2024-03-29,2024,1,3,March,Latin America,Chile,Office Supplies,Pens,Consumer,47,40.32,1895.04,794.55,1100.49,58.07
ORD-04961,2024-02-18,2024,1,2,February,Europe,Spain,Furniture,Desks,Home Office,16,212.42,3398.72,1989.2,1409.52,41.47
ORD-04962,2022-01-18,2022,1,1,January,Europe,France,Office Supplies,Binders,Corporate,41,61.51,2521.91,1068.9,1453.01,57.62
ORD-04963,2023-02-27,2023,1,2,February,Latin America,Argentina,Electronics,Laptops,Corporate,20,1234.85,24697.0,15372.16,9324.84,37.76
ORD-04964,2022-09-09,2022,3,9,September,Europe,UK,Electronics,Phones,Consumer,32,695.12,22243.84,13291.21,8952.63,40.25
